Timestamp;CPU Core #1 Temp (°C);CPU Core #2 Temp (°C);CPU Core #3 Temp (°C);CPU Core #4 Temp (°C);CPU Package Temp (°C);CPU Package Power (W);CPU Cores Power (W);CPU Graphics Power (W);CPU Total Load (%);RAM Load (%);GPU Core Temp (°C);GPU Core Load (%);GPU Memory Load (%)
2025-05-25 11:55:39;38,0 °C;39,0 °C;38,0 °C;38,0 °C;45,0 °C;3,9 W;1,0 W;0,1 W;1,6 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:55:41;39,0 °C;39,0 °C;38,0 °C;39,0 °C;46,0 °C;3,9 W;0,9 W;0,1 W;0,9 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:55:43;38,0 °C;39,0 °C;40,0 °C;38,0 °C;46,0 °C;3,9 W;1,0 W;0,1 W;1,0 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:55:45;39,0 °C;38,0 °C;37,0 °C;39,0 °C;45,0 °C;6,3 W;3,0 W;0,0 W;5,3 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:55:47;38,0 °C;39,0 °C;38,0 °C;39,0 °C;45,0 °C;4,0 W;1,1 W;0,1 W;0,5 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:55:49;40,0 °C;39,0 °C;37,0 °C;37,0 °C;45,0 °C;4,3 W;1,3 W;0,1 W;1,2 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:55:51;41,0 °C;39,0 °C;39,0 °C;38,0 °C;45,0 °C;5,6 W;2,5 W;0,0 W;4,2 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:55:53;39,0 °C;40,0 °C;39,0 °C;39,0 °C;45,0 °C;6,0 W;2,8 W;0,0 W;5,6 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:55:55;40,0 °C;39,0 °C;37,0 °C;39,0 °C;45,0 °C;6,1 W;3,0 W;0,0 W;6,1 %;57,8 %;0,0 °C;0,0 %;2,4 %
2025-05-25 11:55:57;40,0 °C;39,0 °C;38,0 °C;38,0 °C;46,0 °C;4,1 W;1,3 W;0,1 W;2,6 %;57,8 %;0,0 °C;0,0 %;2,4 %
2025-05-25 11:55:59;42,0 °C;41,0 °C;40,0 °C;39,0 °C;45,0 °C;6,5 W;3,3 W;0,0 W;7,2 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:56:01;38,0 °C;40,0 °C;37,0 °C;38,0 °C;45,0 °C;3,8 W;0,7 W;0,1 W;0,9 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:56:03;38,0 °C;39,0 °C;36,0 °C;39,0 °C;46,0 °C;4,0 W;1,0 W;0,1 W;0,5 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:56:05;38,0 °C;40,0 °C;36,0 °C;38,0 °C;46,0 °C;6,0 W;2,8 W;0,0 W;5,6 %;57,8 %;0,0 °C;0,0 %;2,4 %
2025-05-25 11:56:07;38,0 °C;38,0 °C;38,0 °C;38,0 °C;45,0 °C;3,8 W;0,9 W;0,1 W;2,9 %;57,8 %;0,0 °C;0,0 %;2,4 %
2025-05-25 11:56:09;42,0 °C;39,0 °C;39,0 °C;38,0 °C;46,0 °C;6,5 W;3,3 W;0,0 W;6,4 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:56:11;40,0 °C;40,0 °C;39,0 °C;39,0 °C;45,0 °C;4,9 W;1,9 W;0,0 W;4,1 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:56:13;40,0 °C;39,0 °C;38,0 °C;38,0 °C;45,0 °C;5,2 W;2,1 W;0,0 W;3,6 %;57,8 %;44,0 °C;0,0 %;2,4 %
2025-05-25 11:56:15;38,0 °C;39,0 °C;38,0 °C;38,0 °C;45,0 °C;3,9 W;1,0 W;0,1 W;1,0 %;57,8 %;43,0 °C;0,0 %;2,4 %
2025-05-25 11:56:17;38,0 °C;39,0 °C;38,0 °C;38,0 °C;46,0 °C;3,8 W;0,9 W;0,1 W;0,4 %;57,8 %;43,0 °C;0,0 %;2,4 %
